,Unnamed: 0,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day,Unnamed: 24,BCFG,BR,DZ,FG,FG+,FU,GR,HZ,MIFG,RA,SN,SQ,TS,TSRA,VCFG,VCTS
166,168,1.0,2007-07-24,82.0,65.0,74.0,0.0,58.0,64.0,0.0,9.0,0437,1919, ,0.0,0.0,29.32,30.04,3.1,20.0,5.2,2007,7,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,170,1.0,2007-07-25,85.0,71.0,78.0,4.0,61.0,67.0,0.0,13.0,0438,1918, ,0.0,0.1,29.29,30.0,5.8,25.0,6.6,2007,7,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,172,1.0,2007-07-26,83.0,66.0,75.0,1.0,65.0,68.0,0.0,10.0,0439,1918,TS TSRA RA BR HZ,0.0,0.19,29.19,29.92,7.2,22.0,9.4,2007,7,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
172,174,1.0,2007-07-27,83.0,70.0,77.0,3.0,68.0,70.0,0.0,12.0,0440,1917,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3.0,7.9,2007,7,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
174,176,1.0,2007-07-28,80.0,66.0,73.0,-1.0,65.0,68.0,0.0,8.0,0441,1916,BR HZ,0.0,0.0,29.23,29.93,10.0,3.0,10.2,2007,7,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,178,1.0,2007-07-29,85.0,63.0,74.0,0.0,57.0,64.0,0.0,9.0,0442,1915, ,0.0,0.0,29.28,29.99,4.8,5.0,5.7,2007,7,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,180,1.0,2007-07-30,89.0,62.0,76.0,2.0,55.0,64.0,0.0,11.0,0443,1914, ,0.0,0.0,29.33,30.03,3.8,6.0,4.3,2007,7,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,182,1.0,2007-07-31,91.0,68.0,80.0,6.0,61.0,68.0,0.0,15.0,0444,1913, ,0.0,0.0,29.33,30.04,3.3,4.0,4.9,2007,7,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,184,1.0,2007-08-01,92.0,69.0,81.0,8.0,62.0,69.0,0.0,16.0,0445,1911,HZ,0.0,0.0,29.29,30.0,3.5,9.0,4.1,2007,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,186,1.0,2007-08-02,91.0,70.0,81.0,8.0,66.0,71.0,0.0,16.0,0446,1910,HZ,0.0,0.0,29.26,29.97,5.5,26.0,5.9,2007,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,188,1.0,2007-08-03,90.0,69.0,80.0,7.0,56.0,66.0,0.0,15.0,0447,1909, ,0.0,0.0,29.31,30.02,2.7,3.0,5.7,2007,8,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,190,1.0,2007-08-04,81.0,64.0,73.0,0.0,58.0,64.0,0.0,8.0,0448,1908,RA,0.0,0.03,29.31,30.03,5.7,8.0,6.1,2007,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
190,192,1.0,2007-08-05,88.0,67.0,78.0,5.0,71.0,73.0,0.0,13.0,0449,1907,TSRA RA BR HZ,0.0,1.43,29.08,29.81,5.4,21.0,9.6,2007,8,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
192,194,1.0,2007-08-06,88.0,74.0,81.0,8.0,72.0,74.0,0.0,16.0,0450,1906,TSRA RA BR HZ,0.0,0.26,29.13,29.83,1.6,10.0,4.9,2007,8,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
194,196,1.0,2007-08-07,91.0,72.0,82.0,9.0,73.0,76.0,0.0,17.0,0451,1904,RA BR,0.0,1.31,29.06,29.76,6.2,25.0,9.0,2007,8,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
196,198,1.0,2007-08-08,87.0,73.0,80.0,7.0,71.0,73.0,0.0,15.0,0452,1903,TSRA RA BR,0.0,0.06,29.13,29.83,3.0,3.0,6.9,2007,8,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
198,200,1.0,2007-08-09,84.0,72.0,78.0,5.0,71.0,73.0,0.0,13.0,0453,1902,TSRA RA,0.0,0.05,29.13,29.84,2.5,29.0,6.0,2007,8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
200,202,1.0,2007-08-10,86.0,70.0,78.0,5.0,68.0,72.0,0.0,13.0,0454,1900,BR,0.0,0.0,29.26,29.96,4.5,2.0,5.9,2007,8,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,204,1.0,2007-08-11,89.0,67.0,78.0,5.0,65.0,70.0,0.0,13.0,0455,1859,BR HZ,0.0,0.0,29.31,30.02,3.2,19.0,3.9,2007,8,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,206,1.0,2007-08-12,88.0,67.0,78.0,5.0,67.0,71.0,0.0,13.0,0456,1858,TSRA,0.0,0.29,29.34,30.06,1.7,6.0,5.4,2007,8,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
206,208,1.0,2007-08-13,81.0,65.0,73.0,0.0,57.0,64.0,0.0,8.0,0457,1856,BR,0.0,0.0,29.39,30.11,6.2,6.0,6.9,2007,8,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,210,1.0,2007-08-14,84.0,65.0,75.0,3.0,67.0,70.0,0.0,10.0,0458,1855,TS TSRA RA BR,0.0,0.41,29.23,29.93,5.9,25.0,8.0,2007,8,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
210,212,1.0,2007-08-15,80.0,71.0,76.0,4.0,67.0,70.0,0.0,11.0,0459,1854,TSRA RA BR,0.0,0.23,29.17,29.89,3.4,7.0,5.8,2007,8,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
212,214,1.0,2007-08-16,77.0,65.0,71.0,-1.0,64.0,67.0,0.0,6.0,0500,1852,BR,0.0,0.0,29.28,29.97,3.6,1.0,5.7,2007,8,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,216,1.0,2007-08-17,79.0,60.0,70.0,-2.0,54.0,61.0,0.0,5.0,0501,1851, ,0.0,0.0,29.41,30.1,5.9,32.0,6.8,2007,8,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,218,1.0,2007-08-18,68.0,59.0,64.0,-8.0,54.0,58.0,1.0,0.0,0502,1849,RA,0.0,0.09,29.44,30.16,6.4,12.0,8.1,2007,8,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
218,220,1.0,2007-08-19,68.0,62.0,65.0,-6.0,62.0,64.0,0.0,0.0,0503,1848,TS RA BR,0.0,1.33,29.24,29.99,6.0,10.0,7.4,2007,8,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
220,222,1.0,2007-08-20,78.0,68.0,73.0,2.0,68.0,69.0,0.0,8.0,0504,1846,TSRA RA BR,0.0,0.91,29.15,29.87,0.5,12.0,5.7,2007,8,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
222,224,1.0,2007-08-21,87.0,69.0,78.0,7.0,70.0,72.0,0.0,13.0,0505,1845,BR HZ,0.0,0.1,29.21,29.91,3.8,18.0,6.0,2007,8,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,226,1.0,2007-08-22,90.0,69.0,80.0,9.0,71.0,73.0,0.0,15.0,0506,1843,TS TSRA RA,0.0,0.37,29.23,29.94,5.3,21.0,9.5,2007,8,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
226,228,1.0,2007-08-23,87.0,69.0,78.0,7.0,69.0,71.0,0.0,13.0,0508,1842,TS TSRA RA BR VCTS,0.0,2.35,29.15,29.87,9.6,21.0,11.7,2007,8,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
228,230,1.0,2007-08-24,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,0509,1840,TSRA RA,0.0,0.24,29.11,29.82,5.8,25.0,7.1,2007,8,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
230,232,1.0,2007-08-25,79.0,64.0,72.0,2.0,63.0,66.0,0.0,7.0,0510,1839,RA,0.0,0.34,29.23,29.93,3.0,36.0,5.6,2007,8,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
232,234,1.0,2007-08-26,79.0,60.0,70.0,0.0,55.0,61.0,0.0,5.0,0511,1837, ,0.0,0.0,29.38,30.08,3.6,11.0,5.4,2007,8,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,236,1.0,2007-08-27,79.0,60.0,70.0,0.0,60.0,64.0,0.0,5.0,0512,1835, ,0.0,0.0,29.36,30.07,6.5,17.0,7.4,2007,8,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,238,1.0,2007-08-28,91.0,67.0,79.0,9.0,66.0,70.0,0.0,14.0,0513,1834, ,0.0,0.0,29.28,29.99,9.0,20.0,9.5,2007,8,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,240,1.0,2007-08-29,85.0,68.0,77.0,7.0,65.0,69.0,0.0,12.0,0514,1832, ,0.0,0.1,29.34,30.04,5.6,3.0,8.2,2007,8,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,242,1.0,2007-08-30,75.0,57.0,66.0,-4.0,54.0,60.0,0.0,1.0,0515,1831, ,0.0,0.0,29.47,30.18,9.1,2.0,9.9,2007,8,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,244,1.0,2007-08-31,77.0,57.0,67.0,-2.0,52.0,59.0,0.0,2.0,0516,1829, ,0.0,0.0,29.47,30.19,3.9,4.0,5.2,2007,8,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,246,1.0,2007-09-01,81.0,57.0,69.0,1.0,55.0,61.0,0.0,4.0,0517,1827, ,0.0,0.0,29.49,30.22,4.2,11.0,5.0,2007,9,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,248,1.0,2007-09-02,85.0,61.0,73.0,5.0,57.0,63.0,0.0,8.0,0518,1826, ,0.0,0.0,29.41,30.15,4.2,21.0,5.0,2007,9,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,250,1.0,2007-09-03,88.0,66.0,77.0,9.0,61.0,67.0,0.0,12.0,0519,1824, ,0.0,0.0,29.36,30.09,2.0,27.0,5.8,2007,9,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,252,1.0,2007-09-04,89.0,63.0,76.0,8.0,60.0,66.0,0.0,11.0,0520,1822, ,0.0,0.0,29.28,30.0,2.8,22.0,4.3,2007,9,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,254,1.0,2007-09-05,90.0,66.0,78.0,11.0,63.0,69.0,0.0,13.0,0521,1821,RA,0.0,0.1,29.24,29.96,6.4,19.0,6.5,2007,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
254,256,1.0,2007-09-06,82.0,73.0,78.0,11.0,67.0,70.0,0.0,13.0,0522,1819,RA HZ,0.0,0.18,29.21,29.92,11.9,20.0,12.1,2007,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
256,258,1.0,2007-09-07,84.0,70.0,77.0,10.0,68.0,70.0,0.0,12.0,0523,1817,TSRA RA BR HZ,0.0,0.19,29.15,29.85,10.4,23.0,13.9,2007,9,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
258,260,1.0,2007-09-08,78.0,64.0,71.0,5.0,57.0,63.0,0.0,6.0,0524,1815, ,0.0,0.0,29.3,30.0,6.0,5.0,7.2,2007,9,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,262,1.0,2007-09-09,80.0,63.0,72.0,6.0,59.0,63.0,0.0,7.0,0525,1814, ,0.0,0.0,29.36,30.06,9.2,3.0,9.9,2007,9,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,264,1.0,2007-09-10,74.0,54.0,64.0,-2.0,58.0,60.0,1.0,0.0,0526,1812,RA BR,0.0,0.36,29.3,30.04,7.2,2.0,9.0,2007,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
264,266,1.0,2007-09-11,71.0,50.0,61.0,-4.0,44.0,52.0,4.0,0.0,0527,1810, ,0.0,0.1,29.2,29.92,11.7,29.0,13.5,2007,9,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,268,1.0,2007-09-12,67.0,46.0,57.0,-8.0,42.0,49.0,8.0,0.0,0528,1809, ,0.0,0.0,29.4,30.12,1.8,3.0,5.6,2007,9,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,270,1.0,2007-09-13,78.0,50.0,64.0,-1.0,45.0,54.0,1.0,0.0,0529,1807, ,0.0,0.0,29.23,29.99,8.3,19.0,8.5,2007,9,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,272,1.0,2007-09-14,66.0,45.0,56.0,-8.0,39.0,48.0,9.0,0.0,0530,1805, ,0.0,0.0,29.36,30.05,12.1,32.0,13.4,2007,9,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,274,1.0,2007-09-15,61.0,39.0,50.0,-14.0,33.0,43.0,15.0,0.0,0531,1803, ,0.0,0.0,29.56,30.28,1.4,33.0,5.9,2007,9,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,276,1.0,2007-09-16,71.0,44.0,58.0,-6.0,40.0,49.0,7.0,0.0,0532,1760, ,0.0,0.0,29.46,30.19,6.8,18.0,7.4,2007,9,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,278,1.0,2007-09-17,80.0,52.0,66.0,2.0,49.0,57.0,0.0,1.0,0533,1758, ,0.0,0.0,29.39,30.12,11.7,17.0,12.1,2007,9,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,280,1.0,2007-09-18,88.0,63.0,76.0,12.0,58.0,65.0,0.0,11.0,0535,1756, ,0.0,0.0,29.34,30.06,12.9,19.0,13.1,2007,9,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,282,1.0,2007-09-19,84.0,65.0,75.0,12.0,59.0,65.0,0.0,10.0,0536,1755, ,0.0,0.0,29.41,30.11,5.0,26.0,9.7,2007,9,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,284,1.0,2007-09-20,78.0,60.0,69.0,7.0,59.0,63.0,0.0,4.0,0537,1753, ,0.0,0.0,29.39,30.12,5.3,7.0,6.6,2007,9,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,286,1.0,2007-09-21,88.0,64.0,76.0,14.0,59.0,66.0,0.0,11.0,0538,1751,HZ,0.0,0.0,29.18,29.9,10.3,21.0,12.4,2007,9,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,288,1.0,2007-09-22,74.0,51.0,63.0,1.0,43.0,53.0,2.0,0.0,0539,1749, ,0.0,0.0,29.42,30.12,2.6,3.0,6.8,2007,9,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,290,1.0,2007-09-23,84.0,50.0,67.0,6.0,50.0,58.0,0.0,2.0,0540,1748, ,0.0,0.0,29.43,30.16,4.6,13.0,5.3,2007,9,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,292,1.0,2007-09-24,90.0,68.0,79.0,18.0,63.0,68.0,0.0,14.0,0541,1746, ,0.0,0.0,29.27,29.99,11.4,19.0,11.9,2007,9,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,294,1.0,2007-09-25,85.0,63.0,74.0,13.0,65.0,69.0,0.0,9.0,0542,1744,TS RA,0.0,0.27,29.23,29.95,7.9,23.0,10.5,2007,9,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
294,296,1.0,2007-09-26,69.0,53.0,61.0,1.0,50.0,55.0,4.0,0.0,0543,1742,RA,0.0,0.09,29.31,30.03,4.3,1.0,6.6,2007,9,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
296,298,1.0,2007-09-27,75.0,49.0,62.0,2.0,49.0,55.0,3.0,0.0,0544,1741,BR,0.0,0.1,29.26,29.97,4.9,24.0,6.5,2007,9,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,300,1.0,2007-09-28,73.0,53.0,63.0,4.0,46.0,53.0,2.0,0.0,0545,1739, ,0.0,0.0,29.47,30.17,2.3,4.0,7.1,2007,9,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,302,1.0,2007-09-29,80.0,50.0,65.0,6.0,46.0,55.0,0.0,0.0,0546,1737, ,0.0,0.0,29.5,30.23,9.5,17.0,9.8,2007,9,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,304,1.0,2007-09-30,83.0,59.0,71.0,12.0,49.0,59.0,0.0,6.0,0547,1735,TSRA BR,0.0,0.14,29.36,30.1,14.4,19.0,14.6,2007,9,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
304,306,1.0,2007-10-01,69.0,59.0,64.0,6.0,59.0,61.0,1.0,0.0,0548,1734,RA DZ FG+ BCFG BR,0.0,0.29,29.28,30.0,6.1,22.0,8.1,2007,10,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
306,308,1.0,2007-10-02,78.0,57.0,68.0,10.0,59.0,63.0,0.0,3.0,0549,1732,RA FG+ MIFG BR,0.0,0.09,29.18,29.92,10.8,19.0,11.1,2007,10,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
308,310,1.0,2007-10-03,74.0,55.0,65.0,8.0,48.0,56.0,0.0,0.0,0550,1730, ,0.0,0.0,29.28,29.98,5.9,26.0,7.1,2007,10,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,312,1.0,2007-10-04,82.0,51.0,67.0,10.0,56.0,61.0,0.0,2.0,0552,1729,HZ,0.0,0.0,29.34,30.04,3.9,17.0,4.6,2007,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,314,1.0,2007-10-05,84.0,62.0,73.0,16.0,65.0,68.0,0.0,8.0,0553,1727,HZ,0.0,0.0,29.36,30.08,7.0,17.0,7.0,2007,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,316,1.0,2007-10-06,87.0,69.0,78.0,22.0,67.0,70.0,0.0,13.0,0554,1725, ,0.0,0.0,29.33,30.04,6.9,20.0,7.4,2007,10,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,318,1.0,2007-10-07,87.0,67.0,77.0,21.0,66.0,70.0,0.0,12.0,0555,1724, ,0.0,0.0,29.31,30.03,5.2,19.0,5.9,2007,10,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,320,1.0,2007-10-08,87.0,60.0,74.0,18.0,61.0,66.0,0.0,9.0,0556,1722, ,0.0,0.0,29.23,29.93,7.7,24.0,10.1,2007,10,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,322,1.0,2007-10-09,76.0,49.0,63.0,8.0,44.0,53.0,2.0,0.0,0557,1720, ,0.0,0.0,29.21,29.94,11.5,28.0,12.8,2007,10,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,324,1.0,2007-10-10,54.0,47.0,51.0,-4.0,38.0,44.0,14.0,0.0,0558,1719,RA DZ,0.0,0.1,29.21,29.93,15.1,31.0,15.5,2007,10,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
324,326,1.0,2007-10-11,54.0,46.0,50.0,-4.0,39.0,45.0,15.0,0.0,0559,1717, ,0.0,0.0,29.28,30.01,11.9,36.0,12.9,2007,10,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,328,1.0,2007-10-12,56.0,41.0,49.0,-5.0,35.0,43.0,16.0,0.0,0600,1715, ,0.0,0.0,29.28,30.02,3.4,35.0,4.6,2007,10,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,330,1.0,2007-10-13,59.0,40.0,50.0,-3.0,41.0,47.0,15.0,0.0,0602,1714, ,0.0,0.0,29.31,30.04,2.7,20.0,3.5,2007,10,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,332,1.0,2007-10-14,61.0,53.0,57.0,4.0,49.0,53.0,8.0,0.0,0603,1712,RA,0.0,0.15,29.34,30.06,5.6,11.0,6.6,2007,10,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
332,334,1.0,2007-10-15,74.0,51.0,63.0,10.0,52.0,57.0,2.0,0.0,0604,1711,RA BR,0.0,0.07,29.21,29.95,4.1,14.0,5.6,2007,10,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
334,336,1.0,2007-10-16,67.0,52.0,60.0,8.0,54.0,57.0,5.0,0.0,0605,1709,RA DZ BR,0.0,0.24,29.16,29.88,6.4,21.0,7.5,2007,10,16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
