,Unnamed: 0,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day,Unnamed: 24,BCFG,BR,DZ,FG,FG+,FU,GR,HZ,MIFG,RA,SN,SQ,TS,TSRA,VCFG,VCTS
533,536,1.0,2008-07-24,82.0,59.0,71.0,-3.0,53.0,61.0,0.0,6.0,0437,1919, ,0.0,0.0,29.33,30.05,3.9,24.0,4.4,2008,7,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,538,1.0,2008-07-25,82.0,61.0,72.0,-2.0,63.0,67.0,0.0,7.0,0438,1918, ,0.0,0.0,29.26,29.99,5.5,23.0,6.9,2008,7,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,540,1.0,2008-07-26,84.0,65.0,75.0,1.0,58.0,65.0,0.0,10.0,0439,1918,BR,0.0,0.0,29.22,29.94,8.5,31.0,9.1,2008,7,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,542,1.0,2008-07-27,83.0,62.0,73.0,-1.0,58.0,64.0,0.0,8.0,0440,1917, ,0.0,0.0,29.16,29.89,5.9,24.0,6.7,2008,7,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,544,1.0,2008-07-28,85.0,66.0,76.0,2.0,63.0,67.0,0.0,11.0,0441,1916, ,0.0,0.0,29.16,29.87,4.0,7.0,6.1,2008,7,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,546,1.0,2008-07-29,88.0,65.0,77.0,3.0,67.0,70.0,0.0,12.0,0442,1915,TSRA RA,0.0,0.05,29.14,29.85,6.4,20.0,7.9,2008,7,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
545,548,1.0,2008-07-30,89.0,72.0,81.0,7.0,65.0,70.0,0.0,16.0,0443,1914, ,0.0,0.0,29.04,29.75,7.8,27.0,8.6,2008,7,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,550,1.0,2008-07-31,89.0,72.0,81.0,7.0,67.0,70.0,0.0,16.0,0444,1913,RA BR,0.0,0.14,29.06,29.76,4.9,27.0,5.8,2008,7,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
549,552,1.0,2008-08-01,89.0,68.0,79.0,6.0,68.0,72.0,0.0,14.0,0445,1911,RA,0.0,1.05,29.09,29.79,3.1,31.0,5.7,2008,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
551,554,1.0,2008-08-02,81.0,65.0,73.0,0.0,59.0,65.0,0.0,8.0,0446,1910, ,0.0,0.0,29.24,29.93,8.4,3.0,9.2,2008,8,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,556,1.0,2008-08-03,84.0,61.0,73.0,0.0,61.0,66.0,0.0,8.0,0447,1909, ,0.0,0.0,29.24,29.96,5.3,18.0,6.0,2008,8,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,558,1.0,2008-08-04,87.0,70.0,79.0,6.0,68.0,70.0,0.0,14.0,0448,1908,TS TSRA RA BR,0.1,2.43,29.18,29.9,3.1,18.0,9.0,2008,8,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
557,560,1.0,2008-08-05,87.0,69.0,78.0,5.0,67.0,71.0,0.0,13.0,0449,1907,HZ,0.0,0.0,29.24,29.93,6.2,31.0,7.4,2008,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,562,1.0,2008-08-06,84.0,67.0,76.0,3.0,60.0,66.0,0.0,11.0,0450,1906, ,0.0,0.0,29.29,30.0,6.8,30.0,8.1,2008,8,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,564,1.0,2008-08-07,82.0,64.0,73.0,0.0,56.0,63.0,0.0,8.0,0451,1904, ,0.0,0.0,29.26,29.98,7.8,34.0,9.4,2008,8,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,566,1.0,2008-08-08,79.0,63.0,71.0,-2.0,54.0,61.0,0.0,6.0,0452,1903, ,0.0,0.0,29.29,30.01,4.5,2.0,7.4,2008,8,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,568,1.0,2008-08-09,80.0,62.0,71.0,-2.0,58.0,62.0,0.0,6.0,0453,1902, ,0.0,0.1,29.2,29.92,2.6,31.0,9.0,2008,8,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,570,1.0,2008-08-10,74.0,58.0,66.0,-7.0,52.0,58.0,0.0,1.0,0454,1900, ,0.0,0.0,29.31,30.02,8.4,2.0,9.0,2008,8,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,572,1.0,2008-08-11,77.0,59.0,68.0,-5.0,57.0,61.0,0.0,3.0,0455,1859, ,0.0,0.0,29.3,30.02,3.9,5.0,6.3,2008,8,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,574,1.0,2008-08-12,77.0,61.0,69.0,-4.0,57.0,62.0,0.0,4.0,0456,1858, ,0.0,0.0,29.17,29.9,3.3,10.0,3.8,2008,8,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,576,1.0,2008-08-13,79.0,66.0,73.0,0.0,59.0,63.0,0.0,8.0,0457,1856,RA,0.0,0.06,29.11,29.84,3.0,7.0,4.6,2008,8,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
575,578,1.0,2008-08-14,79.0,63.0,71.0,-1.0,60.0,64.0,0.0,6.0,0458,1855,BR HZ,0.0,0.0,29.23,29.93,7.3,3.0,7.9,2008,8,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,580,1.0,2008-08-15,78.0,61.0,70.0,-2.0,54.0,61.0,0.0,5.0,0459,1854, ,0.0,0.0,29.44,30.13,6.9,3.0,7.9,2008,8,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,582,1.0,2008-08-16,83.0,58.0,71.0,-1.0,53.0,61.0,0.0,6.0,0500,1852, ,0.0,0.0,29.4,30.13,5.7,29.0,6.5,2008,8,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,584,1.0,2008-08-17,84.0,63.0,74.0,2.0,60.0,65.0,0.0,9.0,0501,1851, ,0.0,0.0,29.28,30.01,7.9,26.0,8.0,2008,8,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,586,1.0,2008-08-18,85.0,65.0,75.0,3.0,57.0,64.0,0.0,10.0,0502,1849, ,0.0,0.0,29.26,29.98,7.2,27.0,7.4,2008,8,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,588,1.0,2008-08-19,82.0,63.0,73.0,2.0,64.0,67.0,0.0,8.0,0503,1848, ,0.0,0.0,29.38,30.08,5.9,4.0,6.7,2008,8,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,590,1.0,2008-08-20,81.0,65.0,73.0,2.0,60.0,65.0,0.0,8.0,0504,1846, ,0.0,0.0,29.4,30.12,6.0,9.0,7.4,2008,8,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,592,1.0,2008-08-21,82.0,68.0,75.0,4.0,61.0,66.0,0.0,10.0,0505,1845,RA,0.0,0.1,29.31,30.03,6.5,15.0,8.4,2008,8,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
591,594,1.0,2008-08-22,83.0,72.0,78.0,7.0,68.0,71.0,0.0,13.0,0506,1843,TSRA BR HZ,0.0,0.09,29.32,30.03,12.7,19.0,12.8,2008,8,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
593,596,1.0,2008-08-23,87.0,68.0,78.0,7.0,66.0,70.0,0.0,13.0,0508,1842,BR,0.0,0.0,29.31,30.02,7.6,25.0,9.4,2008,8,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,598,1.0,2008-08-24,77.0,63.0,70.0,-1.0,57.0,62.0,0.0,5.0,0509,1840, ,0.0,0.0,29.34,30.05,7.7,3.0,9.7,2008,8,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,600,1.0,2008-08-25,74.0,64.0,69.0,-1.0,54.0,60.0,0.0,4.0,0510,1839, ,0.0,0.0,29.36,30.08,11.1,5.0,11.4,2008,8,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,602,1.0,2008-08-26,76.0,61.0,69.0,-1.0,54.0,60.0,0.0,4.0,0511,1837, ,0.0,0.0,29.29,30.03,7.7,7.0,8.4,2008,8,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,604,1.0,2008-08-27,83.0,61.0,72.0,2.0,56.0,63.0,0.0,7.0,0512,1835, ,0.0,0.0,29.2,29.93,4.6,7.0,5.9,2008,8,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,606,1.0,2008-08-28,80.0,63.0,72.0,2.0,64.0,67.0,0.0,7.0,0513,1834,RA BR,0.0,0.06,29.1,29.82,5.7,19.0,6.7,2008,8,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
605,608,1.0,2008-08-29,85.0,64.0,75.0,5.0,58.0,65.0,0.0,10.0,0514,1832,RA BR,0.0,0.04,29.24,29.93,3.5,35.0,6.5,2008,8,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
607,610,1.0,2008-08-30,87.0,56.0,72.0,2.0,55.0,62.0,0.0,7.0,0515,1831, ,0.0,0.0,29.39,30.09,2.6,24.0,3.8,2008,8,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,612,1.0,2008-08-31,90.0,60.0,75.0,6.0,56.0,64.0,0.0,10.0,0516,1829, ,0.0,0.0,29.41,30.13,4.8,13.0,5.4,2008,8,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,614,1.0,2008-09-01,90.0,62.0,76.0,8.0,54.0,63.0,0.0,11.0,0517,1827, ,0.0,0.0,29.37,30.09,7.0,14.0,7.7,2008,9,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,616,1.0,2008-09-02,94.0,65.0,80.0,12.0,61.0,68.0,0.0,15.0,0518,1826,TS,0.0,0.0,29.31,30.02,3.2,21.0,4.4,2008,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
615,618,1.0,2008-09-03,77.0,66.0,72.0,4.0,60.0,64.0,0.0,7.0,0519,1824,TSRA,0.0,0.02,29.31,30.02,9.8,1.0,10.4,2008,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
617,620,1.0,2008-09-04,67.0,61.0,64.0,-4.0,61.0,62.0,1.0,0.0,0520,1822,RA BR,0.0,2.9,29.08,29.82,11.6,3.0,12.4,2008,9,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
619,622,1.0,2008-09-05,70.0,57.0,64.0,-3.0,56.0,59.0,1.0,0.0,0521,1821, ,0.0,0.0,29.22,29.93,5.9,34.0,6.9,2008,9,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,624,1.0,2008-09-06,74.0,53.0,64.0,-3.0,54.0,58.0,1.0,0.0,0522,1819,BR,0.0,0.01,29.28,29.98,4.9,27.0,5.3,2008,9,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,626,1.0,2008-09-07,74.0,55.0,65.0,-2.0,51.0,57.0,0.0,0.0,0523,1817, ,0.0,0.0,29.35,30.06,6.4,26.0,6.6,2008,9,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,628,1.0,2008-09-08,67.0,52.0,60.0,-6.0,52.0,55.0,5.0,0.0,0524,1815,RA BR,0.0,1.23,29.41,30.11,4.6,34.0,6.2,2008,9,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
627,630,1.0,2008-09-09,69.0,49.0,59.0,-7.0,45.0,52.0,6.0,0.0,0525,1814, ,0.0,0.0,29.45,30.17,3.9,36.0,6.4,2008,9,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,632,1.0,2008-09-10,72.0,48.0,60.0,-6.0,48.0,54.0,5.0,0.0,0526,1812, ,0.0,0.0,29.47,30.21,4.3,14.0,5.1,2008,9,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,634,1.0,2008-09-11,79.0,55.0,67.0,2.0,57.0,61.0,0.0,2.0,0527,1810,RA BR,0.0,0.1,29.33,30.08,8.9,18.0,9.8,2008,9,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
633,636,1.0,2008-09-12,73.0,69.0,71.0,6.0,67.0,68.0,0.0,6.0,0528,1809,RA DZ BR,0.0,0.37,29.22,29.96,6.0,22.0,6.8,2008,9,12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
635,638,1.0,2008-09-13,75.0,68.0,72.0,7.0,69.0,70.0,0.0,7.0,0529,1807,RA BR,0.0,6.64,28.97,29.71,6.4,21.0,9.1,2008,9,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
637,640,1.0,2008-09-14,72.0,58.0,65.0,1.0,61.0,62.0,0.0,0.0,0530,1805,RA BR,0.0,1.44,28.97,29.67,7.7,31.0,10.1,2008,9,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
639,642,1.0,2008-09-15,63.0,53.0,58.0,-6.0,51.0,55.0,7.0,0.0,0531,1803, ,0.0,0.1,29.41,30.1,5.7,34.0,6.1,2008,9,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,644,1.0,2008-09-16,71.0,49.0,60.0,-4.0,50.0,55.0,5.0,0.0,0532,1760, ,0.0,0.0,29.47,30.19,5.3,23.0,5.8,2008,9,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,646,1.0,2008-09-17,82.0,57.0,70.0,6.0,56.0,60.0,0.0,5.0,0533,1758, ,0.0,0.0,29.46,30.18,2.1,29.0,7.0,2008,9,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,648,1.0,2008-09-18,74.0,56.0,65.0,1.0,55.0,60.0,0.0,0.0,0535,1756, ,0.0,0.0,29.56,30.28,6.1,9.0,7.2,2008,9,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,650,1.0,2008-09-19,77.0,54.0,66.0,3.0,54.0,59.0,0.0,1.0,0536,1755, ,0.0,0.0,29.47,30.2,5.8,19.0,6.0,2008,9,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,652,1.0,2008-09-20,82.0,56.0,69.0,7.0,57.0,61.0,0.0,4.0,0537,1753, ,0.0,0.0,29.46,30.17,1.7,16.0,2.9,2008,9,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,654,1.0,2008-09-21,80.0,58.0,69.0,7.0,61.0,64.0,0.0,4.0,0538,1751,FG+ BR HZ,0.0,0.0,29.55,30.26,3.8,5.0,4.2,2008,9,21,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,656,1.0,2008-09-22,81.0,61.0,71.0,9.0,59.0,64.0,0.0,6.0,0539,1749,BR HZ,0.0,0.0,29.59,30.31,6.9,11.0,8.0,2008,9,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,658,1.0,2008-09-23,82.0,59.0,71.0,10.0,57.0,62.0,0.0,6.0,0540,1748, ,0.0,0.0,29.56,30.29,7.0,15.0,7.7,2008,9,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,660,1.0,2008-09-24,82.0,57.0,70.0,9.0,59.0,63.0,0.0,5.0,0541,1746,TS TSRA BR HZ,0.0,0.2,29.54,30.27,2.6,23.0,4.6,2008,9,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
659,662,1.0,2008-09-25,77.0,63.0,70.0,9.0,61.0,64.0,0.0,5.0,0542,1744,BR HZ,0.0,0.0,29.54,30.27,6.9,4.0,7.5,2008,9,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,664,1.0,2008-09-26,79.0,59.0,69.0,9.0,55.0,60.0,0.0,4.0,0543,1742,BR,0.0,0.0,29.42,30.16,3.0,6.0,4.3,2008,9,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,666,1.0,2008-09-27,81.0,53.0,67.0,7.0,54.0,60.0,0.0,2.0,0544,1741,BR,0.0,0.0,29.33,30.06,1.0,3.0,2.7,2008,9,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,668,1.0,2008-09-28,68.0,57.0,63.0,4.0,57.0,60.0,2.0,0.0,0545,1739, ,0.0,0.0,29.41,30.13,7.2,4.0,7.8,2008,9,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,670,1.0,2008-09-29,64.0,54.0,59.0,0.0,55.0,57.0,6.0,0.0,0546,1737,RA BR,0.0,0.82,29.26,30.0,3.5,33.0,4.8,2008,9,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
669,672,1.0,2008-09-30,59.0,48.0,54.0,-5.0,44.0,49.0,11.0,0.0,0547,1735, ,0.0,0.0,29.21,29.95,11.4,31.0,11.5,2008,9,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,674,1.0,2008-10-01,61.0,46.0,54.0,-4.0,40.0,47.0,11.0,0.0,0548,1734, ,0.0,0.0,29.24,29.97,11.2,33.0,11.1,2008,10,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,676,1.0,2008-10-02,61.0,42.0,52.0,-6.0,40.0,47.0,13.0,0.0,0549,1732, ,0.0,0.0,29.18,29.91,8.7,28.0,9.2,2008,10,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,678,1.0,2008-10-03,60.0,44.0,52.0,-5.0,42.0,47.0,13.0,0.0,0550,1730,RA,0.0,0.01,29.34,30.05,6.5,3.0,7.7,2008,10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
676,680,1.0,2008-10-04,61.0,38.0,50.0,-7.0,38.0,45.0,15.0,0.0,0552,1729, ,0.0,0.0,29.51,30.23,3.2,11.0,4.4,2008,10,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,682,1.0,2008-10-05,61.0,41.0,51.0,-6.0,43.0,48.0,14.0,0.0,0553,1727,RA,0.0,0.06,29.51,30.25,5.6,11.0,6.6,2008,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
680,684,1.0,2008-10-06,69.0,54.0,62.0,6.0,47.0,54.0,3.0,0.0,0554,1725, ,0.0,0.0,29.49,30.23,10.5,11.0,10.7,2008,10,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,686,1.0,2008-10-07,63.0,56.0,60.0,4.0,52.0,56.0,5.0,0.0,0555,1724,RA BR,0.0,0.8,29.24,30.01,10.3,13.0,11.3,2008,10,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
684,688,1.0,2008-10-08,64.0,50.0,57.0,1.0,51.0,54.0,8.0,0.0,0556,1722,RA BR,0.0,0.19,29.13,29.85,7.5,26.0,8.1,2008,10,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
686,690,1.0,2008-10-09,69.0,47.0,58.0,3.0,38.0,49.0,7.0,0.0,0557,1720, ,0.0,0.0,29.36,30.05,5.5,29.0,5.8,2008,10,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,692,1.0,2008-10-10,72.0,42.0,57.0,2.0,42.0,50.0,8.0,0.0,0558,1719, ,0.0,0.0,29.47,30.18,4.8,11.0,6.7,2008,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,694,1.0,2008-10-11,79.0,51.0,65.0,11.0,50.0,57.0,0.0,0.0,0559,1717, ,0.0,0.0,29.52,30.24,4.2,14.0,5.0,2008,10,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,696,1.0,2008-10-12,84.0,57.0,71.0,17.0,56.0,61.0,0.0,6.0,0600,1715,BR,0.0,0.0,29.55,30.27,4.3,15.0,5.1,2008,10,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,698,1.0,2008-10-13,77.0,61.0,69.0,16.0,58.0,63.0,0.0,4.0,0602,1714, ,0.0,0.0,29.47,30.21,7.7,20.0,8.1,2008,10,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,700,1.0,2008-10-14,69.0,53.0,61.0,8.0,43.0,51.0,4.0,0.0,0603,1712,RA,0.0,0.1,29.49,30.22,2.0,30.0,6.8,2008,10,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
698,702,1.0,2008-10-15,63.0,47.0,55.0,2.0,50.0,53.0,10.0,0.0,0604,1711,RA BR,0.0,0.3,29.34,30.06,4.2,32.0,6.3,2008,10,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
700,704,1.0,2008-10-16,59.0,43.0,51.0,-1.0,38.0,44.0,14.0,0.0,0605,1709, ,0.0,0.0,29.52,30.25,6.1,35.0,7.5,2008,10,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,706,1.0,2008-10-17,57.0,43.0,50.0,-2.0,39.0,44.0,15.0,0.0,0606,1707, ,0.0,0.0,29.53,30.26,6.2,36.0,7.2,2008,10,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
